Compound,Negative,Neutral,Positive,Tweet_Ago,Tweet_DateTime,Tweet_Text,User
-0.5255,0.139,0.861,0.0,53,Sun Jun 10 00:37:18 +0000 2018,"RT @amber_athey: WATCH: President Trump nukes @CNN reporter into another dimension. 

""I figured. Fake news CNN. The worst!"" he said. ""I ha…",@CNN
0.6369,0.0,0.543,0.457,54,Sun Jun 10 00:37:17 +0000 2018,@amber_athey @dbongino @CNN Best president ever 👍,@CNN
0.5106,0.0,0.583,0.417,55,Sun Jun 10 00:37:13 +0000 2018,@CNN With a smile on his face. Playing games,@CNN
-0.2732,0.091,0.909,0.0,56,Sun Jun 10 00:37:12 +0000 2018,@CNN @StCollinson When the boat is rocked people tend to get nervous. We are not the world leaders doormat and its… https://t.co/BhkgSUH4cU,@CNN
-0.4767,0.134,0.866,0.0,57,Sun Jun 10 00:37:12 +0000 2018,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News CNN. The w…",@CNN
-0.4404,0.207,0.705,0.087,58,Sun Jun 10 00:37:11 +0000 2018,"@CNN It’s one thing to create &amp; egotistical maniac, it’s another to elect him as #potus. #gop #GOPComplicit #Trump… https://t.co/rlOsYBgR9e",@CNN
-0.296,0.095,0.905,0.0,59,Sun Jun 10 00:37:11 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,60,Sun Jun 10 00:37:10 +0000 2018,@archarsolbum @CNNPolitics @CNN Everything Trump says and does is for Trump .,@CNN
-0.296,0.095,0.905,0.0,61,Sun Jun 10 00:37:09 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.6901,0.24,0.76,0.0,62,Sun Jun 10 00:37:06 +0000 2018,"RT @CNN: President Trump calls Canadian Prime Minister Justin Trudeau ""very dishonest and weak,"" accusing him of making ""false statements""…",@CNN
-0.296,0.095,0.905,0.0,63,Sun Jun 10 00:37:05 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.296,0.095,0.905,0.0,64,Sun Jun 10 00:37:03 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.296,0.145,0.855,0.0,65,Sun Jun 10 00:37:02 +0000 2018,@FoxNews @realDonaldTrump @CNN @POTUS Liberals and @cnn have no idea what cash flow means.,@CNN
0.0,0.0,1.0,0.0,66,Sun Jun 10 00:37:02 +0000 2018,@CNN Trudy can shuffle and stomp his feet all he wants ! Will not change a thing ! His nany state does not compete on an equal basis !,@CNN
-0.3071,0.097,0.903,0.0,67,Sun Jun 10 00:36:59 +0000 2018,@CNN Trump knows the harm ongoing trade deficits have on our economy but all the simple minded resist crowd can say… https://t.co/1Hi76gFIX4,@CNN
0.0,0.0,1.0,0.0,68,Sun Jun 10 00:36:58 +0000 2018,@dylanmsmitty @CNN @MSNBC @FoxNews @ABC @NBCNews @CBSNews @BloombergTV @oneamericanews @newsmax @BBCAMERICA… https://t.co/NGkAX1szDd,@CNN
0.4137,0.0,0.845,0.155,69,Sun Jun 10 00:36:58 +0000 2018,@realDonaldTrump @g7 Wait... I thought you and the administration said it was for National Security?? @PressSec… https://t.co/HYKhvwAFZu,@CNN
0.0,0.0,1.0,0.0,70,Sun Jun 10 00:36:57 +0000 2018,@CNN @potus is a #clueless #idiot who's WAY out of his league. @realdonaldtrump should Go back to reality TV where… https://t.co/OJdgXdMr0M,@CNN
-0.5255,0.139,0.861,0.0,71,Sun Jun 10 00:36:56 +0000 2018,"RT @amber_athey: WATCH: President Trump nukes @CNN reporter into another dimension. 

""I figured. Fake news CNN. The worst!"" he said. ""I ha…",@CNN
-0.296,0.095,0.905,0.0,72,Sun Jun 10 00:36:56 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.3381,0.241,0.603,0.157,73,Sun Jun 10 00:36:55 +0000 2018,@juliemason @CNN @Bourdain This Vietnam piece is stunning.  I’m just so sad.,@CNN
-0.296,0.095,0.905,0.0,74,Sun Jun 10 00:36:52 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,75,Sun Jun 10 00:36:50 +0000 2018,@TexasEEOLaw @madbum2018 @ojiichan42 @GildaRose77 @madbum456 @AnguaOcean @reverend_elli @SenatorCollins… https://t.co/cgBiolKfDc,@CNN
0.6249,0.0,0.594,0.406,76,Sun Jun 10 00:36:48 +0000 2018,@ShaunRas31 @2000heynow @Jane_S1970 @CNN And it’s awesome,@CNN
0.0,0.0,1.0,0.0,77,Sun Jun 10 00:36:47 +0000 2018,"RT @dylanmsmitty: @CNN @MSNBC @FoxNews @ABC @NBCNews @CBSNews @BloombergTV @oneamericanews @newsmax @BBCAMERICA @theblaze @FusionNews 

Don…",@CNN
0.6705,0.0,0.645,0.355,78,Sun Jun 10 00:36:46 +0000 2018,@bill_foy @KristenBlush @imuhasib @CNN @KathleenFaux I’m glad too. Thank you. (Still giggling),@CNN
0.0,0.0,1.0,0.0,79,Sun Jun 10 00:36:46 +0000 2018,RT @KISSfanaticz: @GGJuliePayette @RoyalFamily @liberal_party @JustinTrudeau @gmbutts @telfordk @katepurchase @RalphGoodale @POTUS @g7 @UN…,@CNN
-0.296,0.095,0.905,0.0,80,Sun Jun 10 00:36:43 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.3551,0.182,0.575,0.243,81,Sun Jun 10 00:36:42 +0000 2018,"@CNN For a shallow person like Trump, I can't help but think that he resents Trudeau's looks, brains and popularity.",@CNN
0.4404,0.0,0.734,0.266,82,Sun Jun 10 00:36:40 +0000 2018,@CNN I hope to see the episode with the president.,@CNN
-0.296,0.095,0.905,0.0,83,Sun Jun 10 00:36:38 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,84,Sun Jun 10 00:36:38 +0000 2018,@2000heynow @Jane_S1970 @CNN Read his tweet. Exact words.,@CNN
0.0,0.0,1.0,0.0,85,Sun Jun 10 00:36:34 +0000 2018,"@CNN I could watch AND listen to him all day.
#embarrassedamerican",@CNN
-0.34,0.179,0.821,0.0,86,Sun Jun 10 00:36:30 +0000 2018,@19Calaban70 @Butterfly2Ocean @smalltownandrew @GartrellLinda @DNC @SenSchumer @dncpress @CNN @V_of_Europe I get it. Unfortunately 😩,@CNN
0.0,0.0,1.0,0.0,87,Sun Jun 10 00:36:29 +0000 2018,@CNN https://t.co/zhbYy0Gvux,@CNN
-0.4767,0.134,0.866,0.0,88,Sun Jun 10 00:36:26 +0000 2018,"RT @FoxNews: President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News CNN. The w…",@CNN
-0.296,0.091,0.909,0.0,89,Sun Jun 10 00:36:24 +0000 2018,"RT @yesmam47: @jessie44444 @CNN My theory is that after 4 bankruptcies Trump could no longer borrow money from US banks so he ""borrowed"" fr…",@CNN
0.0,0.0,1.0,0.0,90,Sun Jun 10 00:36:24 +0000 2018,@CNN @hblodget SOMEONE has to stand up to Pres Trump.,@CNN
0.7906,0.0,0.72,0.28,91,Sun Jun 10 00:36:22 +0000 2018,@JPTasker @CNN #CNN the less Americans know about Canada the better.   We have a great thing going in a country tha… https://t.co/Nj9b34Rc3I,@CNN
-0.1511,0.19,0.724,0.086,92,Sun Jun 10 00:36:22 +0000 2018,@NIMH_Labs @RealTimers @CNN @FareedZakaria @billmaher @HBO Actually you're just sorry. Sorry excuse for a human!,@CNN
0.0,0.0,1.0,0.0,93,Sun Jun 10 00:36:21 +0000 2018,@MichLKosinski @CNN Why can't I see it in the UK?  I've got inside Africa,@CNN
0.0,0.0,1.0,0.0,94,Sun Jun 10 00:36:20 +0000 2018,"RT @CNN: As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to continue taking the…",@CNN
-0.296,0.095,0.905,0.0,95,Sun Jun 10 00:36:17 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
0.0,0.0,1.0,0.0,96,Sun Jun 10 00:36:17 +0000 2018,@thevinetway @CNN @JustinTrudeau Right. But we wouldn't subsidize any specific farm products that were being sold i… https://t.co/6sfnJWMRpw,@CNN
0.0,0.0,1.0,0.0,97,Sun Jun 10 00:36:14 +0000 2018,"@TapestryofPeace @CNN You mean he has a brain, who knew that.",@CNN
-0.296,0.095,0.905,0.0,98,Sun Jun 10 00:36:14 +0000 2018,RT @CNN: JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump's tariffs on st…,@CNN
-0.3612,0.263,0.737,0.0,99,Sun Jun 10 00:36:14 +0000 2018,@FoxNews @realDonaldTrump @CNN @POTUS Keep fighting for us,@CNN
-0.4215,0.135,0.865,0.0,0,Sun Jun 10 00:16:44 +0000 2018,"RT @cbwaszak: @ProudResister @FoxNews Never mind, someone cited the law Hannity and @Fox news broke by airing the segment",@Fox
0.0,0.0,1.0,0.0,1,Sun Jun 10 00:05:22 +0000 2018,@JaredSandler @NewbergReport @Evan_P_Grant attention @fox and @mlb NYC based executives. Scheduling a national 6p g… https://t.co/gxdnvocIEU,@Fox
0.4519,0.097,0.727,0.176,2,Sun Jun 10 00:04:14 +0000 2018,Torres is a keeper! Bottomline! We are The #Yankees! not the Cubs! We are about Championships! not a championship! @yankees @fox @foxsports,@Fox
0.0,0.0,1.0,0.0,3,Sun Jun 10 00:01:22 +0000 2018,I think I may vomit is I have to hear anymore deGrom to the Yankees speculation from these asshats in the @FOX booth #metstwitter,@Fox
0.0,0.0,1.0,0.0,4,Sat Jun 09 23:59:10 +0000 2018,Torres is untouchable Fellas!  Lets not even mention him in any of the potential for pitcher trades! Mets can keep… https://t.co/opmZxEWOa8,@Fox
0.0,0.0,1.0,0.0,5,Sat Jun 09 23:51:13 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Canadian Broadcasting Corporation.  The whole election coverage is sti… https://t.co/8qCkQ0Mg0Q,@Fox
0.2023,0.0,0.917,0.083,6,Sat Jun 09 23:44:38 +0000 2018,"@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Just for giggles, you have got to watch The Young Turks Election Night… https://t.co/LadW5vclZx",@Fox
0.0,0.0,1.0,0.0,7,Sat Jun 09 23:39:15 +0000 2018,@Fox did you finish atlanta,@Fox
0.0,0.0,1.0,0.0,8,Sat Jun 09 23:27:59 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC Did you see CBC's coverage? The leftists had a total meltdown. As a co… https://t.co/7MAyVEySwr,@Fox
0.0,0.0,1.0,0.0,9,Sat Jun 09 23:23:28 +0000 2018,@pambesteder @CBS @ABC @nbc @fox @CNN @MSNBC 😆😆😆😆😆,@Fox
0.0,0.0,1.0,0.0,10,Sat Jun 09 23:20:52 +0000 2018,RT @nikita_brigham: @tmz @fox news @abcnews @netflix @hulu #PickUpShadowhunters #SaveTheShadowWorld  #saveshadowhunters,@Fox
0.0,0.0,1.0,0.0,11,Sat Jun 09 23:18:42 +0000 2018,@tmz @fox news @abcnews @netflix @hulu #PickUpShadowhunters #SaveTheShadowWorld  #saveshadowhunters,@Fox
0.6369,0.0,0.743,0.257,12,Sat Jun 09 22:52:57 +0000 2018,"RT @waigefan197: @JoshLevs @ScorpionCBS @SYFY @netflix @amazon Yes i agree, this show deserves another season #SaveScorpion 
@netflix @amaz…",@Fox
0.0,0.0,1.0,0.0,13,Sat Jun 09 22:50:52 +0000 2018,"RT @Peace_Janise: @LethalWeaponFOX You might be getting a Season 3 but we won't be watching without @ClayneCrawford   

Sean William Scott?…",@Fox
0.0,0.0,1.0,0.0,14,Sat Jun 09 22:48:45 +0000 2018,@IWillRedPillU @sheila06942158 @MSNBC @nbc @CNN @fox @ABC @CBS I know!  Nothing at all in MSN!!!,@Fox
0.0,0.0,1.0,0.0,15,Sat Jun 09 21:46:09 +0000 2018,@FoxNews @POTUS I just know @fox are taking this as a compliment😂,@Fox
0.0,0.0,1.0,0.0,16,Sat Jun 09 21:21:50 +0000 2018,@johnc_finney @CNN @fox I don't even watch cnn???,@Fox
0.6808,0.0,0.772,0.228,17,Sat Jun 09 21:01:04 +0000 2018,@orensoffer @Fox is owned by Rupert Murdoch. Net worth 16 BILLION and counting. He loves the way the #TrumpCult got… https://t.co/4xmPIO643v,@Fox
0.0,0.0,1.0,0.0,18,Sat Jun 09 20:57:59 +0000 2018,@bamaboynnc @jeff_gluck @fox @BelmontStakes @nbc Never understand why they do that!,@Fox
0.5623,0.094,0.659,0.247,19,Sat Jun 09 20:55:22 +0000 2018,"@jeff_gluck Well i guess its a good thing @Fox put it on FS2 so no one can watch 
..Looks like i will just watch @BelmontStakes on @nbc",@Fox
0.3182,0.0,0.813,0.187,20,Sat Jun 09 20:52:34 +0000 2018,@MGH_8 @ABC @NBC @USA  @FOX somebody please pick up this show,@Fox
0.0,0.0,1.0,0.0,21,Sat Jun 09 20:50:53 +0000 2018,@DJBurn77 @GayRepublicSwag Most conservatives/republicans don't watch fox. We go with @realDailyWire @prageru… https://t.co/tH9kjEL5a2,@Fox
0.4404,0.0,0.854,0.146,22,Sat Jun 09 20:27:43 +0000 2018,"@MaggieJoDavi10 thanks MaggieJo I didn't expect that channel, should have realized when I saw  @Yankees on @FOX &amp; I… https://t.co/2SIHzafdTG",@Fox
0.0,0.0,1.0,0.0,23,Sat Jun 09 20:10:36 +0000 2018,@MMViverito @CarmenYulinCruz @nytimes @nypost @fox  https://t.co/eooR8KhWmh,@Fox
0.4588,0.0,0.857,0.143,24,Sat Jun 09 20:09:54 +0000 2018,@MMViverito @CarmenYulinCruz All of the sudden What’s your political agenda and interest with PR ? Let’s have the F… https://t.co/aKQlfCrsqw,@Fox
0.0,0.0,1.0,0.0,25,Sat Jun 09 19:52:16 +0000 2018,"@CNN, @FOX   The US is not included in this - !!!!https://t.co/IpHLTs9KeS",@Fox
0.0,0.0,1.0,0.0,26,Sat Jun 09 19:37:00 +0000 2018,"RT @TxIntenseRadio: ""... world's largest bust in history""... that is until we look at Google Servers
""Assuming the avg size photo is 500kb,…",@Fox
0.0,0.0,1.0,0.0,27,Sat Jun 09 19:27:54 +0000 2018,@Libclown @Al_Gorelioni @marvin_hill123 @Ltdsoltd @DoeHategop @billcrowley3rd @Birdseye1 @Whichsideareuon @JoLeam3… https://t.co/ACZrEeMKNv,@Fox
0.4648,0.0,0.798,0.202,28,Sat Jun 09 19:23:57 +0000 2018,"@KimTruthMatters @rita_trixie558 @martee22 @TomRoyActor @robreiner @rsmale @fox Make CNN, MSNBC, ABC, CBS RESPONSIBLE",@Fox
0.0,0.0,1.0,0.0,29,Sat Jun 09 19:01:09 +0000 2018,@somesadloser @CNN I cant expect anyone who watches CNN to understand Oblama era appointees illegally plotting to s… https://t.co/4kBSsrd4Wy,@Fox
0.6124,0.0,0.808,0.192,30,Sat Jun 09 18:35:02 +0000 2018,"RT @Joanna75004529: Come on pick up the show, what are you waiting for? any network please make our dreams come true🙏🙏🙏 #Deception #SaveDec…",@Fox
0.3182,0.0,0.796,0.204,31,Sat Jun 09 17:39:24 +0000 2018,@FoxNews Let me vote @fox so I can vote “maybe” please,@Fox
0.4404,0.122,0.611,0.267,32,Sat Jun 09 17:30:01 +0000 2018,"Blessings Charles. Will miss you and your insights

@fox

 https://t.co/HtUuM5vbQM",@Fox
0.5584,0.093,0.694,0.213,33,Sat Jun 09 16:47:40 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.0,0.0,1.0,0.0,34,Sat Jun 09 16:47:05 +0000 2018,RT @RCRracing: @Nexteer @matt_tifft @DanielHemric @MISpeedway @fox  https://t.co/5mFl47Tl9F,@Fox
0.2255,0.0,0.9,0.1,35,Sat Jun 09 16:24:56 +0000 2018,"@FoxNews @realDonaldTrump @Fox @CNNPolitics The real percentage is more like 70%, but the media polls are inherentl… https://t.co/RAuU2b6MDn",@Fox
-0.368,0.218,0.645,0.137,36,Sat Jun 09 15:59:34 +0000 2018,"@foxandfriends NO, he didn't call out FOX.  Fox got the FAKE NEWS AWARD in 2017 (see the Rasmussen Report and AOL N… https://t.co/x0Hr3cq49m",@Fox
-0.368,0.205,0.667,0.128,37,Sat Jun 09 15:59:24 +0000 2018,"NO, he didn't call out FOX.  Fox got the FAKE NEWS AWARD in 2017 (see the Rasmussen Report and AOL News for Fox lie… https://t.co/D36ZZEZtPs",@Fox
-0.6476,0.255,0.623,0.122,38,Sat Jun 09 15:52:32 +0000 2018,RT @PolitixGal: Dear @cnn @msnbc --&gt; Americans want to hear about all of Trump's accomplishments!  We are tired of the whining &amp; crying &amp; #…,@Fox
0.6124,0.0,0.808,0.192,39,Sat Jun 09 15:47:24 +0000 2018,"RT @Joanna75004529: Come on pick up the show, what are you waiting for? any network please make our dreams come true🙏🙏🙏 #Deception #SaveDec…",@Fox
-0.3182,0.255,0.584,0.161,40,Sat Jun 09 15:45:04 +0000 2018,This fuckin’ summit is a joke already. Fuck You @Fox. https://t.co/DxXsDR1ysu,@Fox
0.7345,0.0,0.764,0.236,41,Sat Jun 09 15:30:03 +0000 2018,Good luck to @matt_tifft  &amp; @DanielHemric today as they compete at @MISpeedway! Tune in to @FOX at 1:30PM ET to cat… https://t.co/aGQ4v9EYOy,@Fox
0.2023,0.0,0.899,0.101,42,Sat Jun 09 15:17:04 +0000 2018,"Top story: @lvweatherguy: 'Your seven day forecast for the Las Vegas area. @FOX… https://t.co/EvlV9vMETQ, see more https://t.co/wP1O8VsAlM",@Fox
0.3612,0.115,0.705,0.181,43,Sat Jun 09 14:54:43 +0000 2018,@FoxNews @POTUS Great that we have a president who disparages his country’s people while on foreign soil. @fox… https://t.co/PhXyK9uXth,@Fox
-0.765,0.321,0.586,0.093,44,Sat Jun 09 14:38:36 +0000 2018,"Sick and f’ing tired of f’ing Trump calling any reporters except from @Fox, fake. I wish @cnn and @cnnbrk would sta… https://t.co/TaWI0WtSao",@Fox
0.0,0.0,1.0,0.0,45,Sat Jun 09 14:38:29 +0000 2018,@BartlettDaveJr1 @robhev @IWillRedPillU @MSNBC @nbc @CNN @fox @ABC @CBS @YouTube I don’t see how that video has anything to do with elites,@Fox
0.7003,0.0,0.633,0.367,46,Sat Jun 09 14:35:03 +0000 2018,Thanks to @fox for making this photo available freely on @unsplash 🎁 https://t.co/Bg0otbPLAU,@Fox
0.6124,0.0,0.808,0.192,47,Sat Jun 09 14:29:05 +0000 2018,"RT @Joanna75004529: Come on pick up the show, what are you waiting for? any network please make our dreams come true🙏🙏🙏 #Deception #SaveDec…",@Fox
-0.2144,0.229,0.57,0.201,48,Sat Jun 09 14:28:07 +0000 2018,@ChrisCoon4 @fox Their is a part of me hoping they could still save him from this cancer. I had an aggressive large… https://t.co/FyXyPd7yfN,@Fox
0.0,0.0,1.0,0.0,49,Sat Jun 09 14:27:49 +0000 2018,@freeformtv @netflix @hulu @fox news @NBC news @tmz #NotOurLastHunt  #SaveTheShadowWorld  #saveshadowhunters,@Fox
0.0,0.0,1.0,0.0,50,Sat Jun 09 14:13:13 +0000 2018,RT @fox: FRONT-END DEVELOPMENT IS ENGINEERING. Sing with me because I am fed up with this.,@Fox
0.4404,0.0,0.873,0.127,51,Sat Jun 09 14:12:58 +0000 2018,"@pat_lee I hope #Mueller has her and the whole of @FOXTV in his sights.

IMO @FOX has been acting as a communicatio… https://t.co/BlgYIG996N",@Fox
0.0,0.0,1.0,0.0,52,Sat Jun 09 14:11:24 +0000 2018,@FoxNews @POTUS @FOX @CAVUTO Live  Why do we need the EU? How many corporations sell products to EU.  What is the t… https://t.co/J4ruN8bEPB,@Fox
-0.872,0.32,0.68,0.0,53,Sat Jun 09 14:02:43 +0000 2018,"RT @Vlad_Korchnoi: @SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncertainty…",@Fox
-0.872,0.32,0.68,0.0,54,Sat Jun 09 14:00:23 +0000 2018,"RT @Vlad_Korchnoi: @SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncertainty…",@Fox
-0.872,0.32,0.68,0.0,55,Sat Jun 09 13:53:16 +0000 2018,"RT @Vlad_Korchnoi: @SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncertainty…",@Fox
0.6124,0.0,0.808,0.192,56,Sat Jun 09 13:38:51 +0000 2018,"RT @Joanna75004529: Come on pick up the show, what are you waiting for? any network please make our dreams come true🙏🙏🙏 #Deception #SaveDec…",@Fox
-0.872,0.32,0.68,0.0,57,Sat Jun 09 13:37:52 +0000 2018,"RT @Vlad_Korchnoi: @SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncertainty…",@Fox
-0.872,0.32,0.68,0.0,58,Sat Jun 09 13:37:19 +0000 2018,"RT @Vlad_Korchnoi: @SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncertainty…",@Fox
-0.872,0.331,0.669,0.0,59,Sat Jun 09 13:33:59 +0000 2018,"@SputnikInt *NOTHING* is as bad as the mass media puts it.

It is their job to scare monger and spread fear, uncert… https://t.co/6YQ9N9UQbw",@Fox
0.0,0.0,1.0,0.0,60,Sat Jun 09 13:26:22 +0000 2018,Anthony Bourdain Ritually Sacrificed by the Satanic Mainstream Media https://t.co/KtZUYywqoI via @YouTube @AP @CNN… https://t.co/qUyiWej7kD,@Fox
0.0,0.0,1.0,0.0,61,Sat Jun 09 13:19:55 +0000 2018,Anthony Bourdain another blood sacrifice https://t.co/PhGgbefM7L via @YouTube @AP @CNN @Fox @CBS @abc @foodnetwork @wgn @nbc @bet,@Fox
0.0772,0.146,0.693,0.162,62,Sat Jun 09 12:36:26 +0000 2018,"RT @larryztylinsxon: @TheCW @Fox @Hulu @Netflix PLEASE, DON'T LET SHADOWHUNTERS BE CANCELLED,  THIS IS #NotOurLastHunt",@Fox
0.0,0.0,1.0,0.0,63,Sat Jun 09 12:32:57 +0000 2018,"RT @fox: There are some exceptional engineers with plenty of public contributions. But, there are also numerous developers with little to n…",@Fox
0.4389,0.122,0.633,0.244,64,Sat Jun 09 12:27:51 +0000 2018,Thriller? @FOX this could be a great film! Russia breaks International law again. Using chemical weapons is a terri… https://t.co/5r1iwmU3Ff,@Fox
0.0,0.0,1.0,0.0,65,Sat Jun 09 12:14:47 +0000 2018,@kima1eDa @ItsMeCathi @fox @foxnation @foxnewspolitics @FOXTV @LouDobbs How does Hannity still have a job? @seanhannity,@Fox
0.1877,0.0,0.902,0.098,66,Sat Jun 09 12:14:03 +0000 2018,RT @JessicaGooding9: I can't believe @fox cancelled #Lucifer. #pickuplucifer #savelucifer  I looked forward to Mondays because of that show…,@Fox
-0.2263,0.275,0.725,0.0,67,Sat Jun 09 12:04:49 +0000 2018,When @fox cancels #Lucifer #savelucifer https://t.co/GKGo8Hkpge,@Fox
-0.34,0.124,0.876,0.0,68,Sat Jun 09 11:35:03 +0000 2018,@FoxNews @replouiegohmert When I was a kid The @FBI and news networks @FOX excluded (FOX is still trustworthy) coul… https://t.co/RPIrIErov7,@Fox
0.0,0.0,1.0,0.0,69,Sat Jun 09 10:47:38 +0000 2018,"RT @fox: There are some exceptional engineers with plenty of public contributions. But, there are also numerous developers with little to n…",@Fox
0.0,0.0,1.0,0.0,70,Sat Jun 09 09:35:38 +0000 2018,"RT @B0nitasprings18: @OMGno2trump Did u see the trump bear @fox is pushing, maybe give it #liberatormedical catheter👍🏼oh yea, or new fangle…",@Fox
0.6124,0.11,0.638,0.252,71,Sat Jun 09 09:29:40 +0000 2018,"RT @fox: A short and sweet intro to `position: sticky`, a great alternative to JavaScript-reliant parallaxes that often lead to poor user e…",@Fox
0.6124,0.0,0.792,0.208,72,Sat Jun 09 08:55:47 +0000 2018,"Come on pick up the show, what are you waiting for? any network please make our dreams come true🙏🙏🙏 #Deception… https://t.co/Lu5GcX42Bl",@Fox
0.0,0.0,1.0,0.0,73,Sat Jun 09 08:42:26 +0000 2018,"@OMGno2trump Did u see the trump bear @fox is pushing, maybe give it #liberatormedical catheter👍🏼oh yea, or new fan… https://t.co/3Qs78kuBnm",@Fox
0.0772,0.146,0.693,0.162,74,Sat Jun 09 08:39:03 +0000 2018,"RT @larryztylinsxon: @TheCW @Fox @Hulu @Netflix PLEASE, DON'T LET SHADOWHUNTERS BE CANCELLED,  THIS IS #NotOurLastHunt",@Fox
0.6124,0.164,0.537,0.299,75,Sat Jun 09 08:31:26 +0000 2018,"RT @fox: Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with no commitments,…",@Fox
0.7796,0.0,0.657,0.343,76,Sat Jun 09 08:15:07 +0000 2018,"@mherych @fox Recommendations, while useful, are way less socially fair that GitHub profile.

To get good reference… https://t.co/vnLINBB4mP",@Fox
0.0772,0.146,0.693,0.162,77,Sat Jun 09 07:59:29 +0000 2018,"RT @larryztylinsxon: @TheCW @Fox @Hulu @Netflix PLEASE, DON'T LET SHADOWHUNTERS BE CANCELLED,  THIS IS #NotOurLastHunt",@Fox
0.6124,0.164,0.537,0.299,78,Sat Jun 09 07:53:30 +0000 2018,"RT @fox: Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with no commitments,…",@Fox
0.2732,0.0,0.87,0.13,79,Sat Jun 09 07:43:56 +0000 2018,"@glddraco @fox Well, they could get new leadership who will listen to fans...  #SaveLucifer #PickUpLucifer",@Fox
0.3527,0.0,0.895,0.105,80,Sat Jun 09 07:24:18 +0000 2018,"RT @Beatlesfan6: Oh lord, does @HeatherNauert know that Germany was not on our side during WWII?? Not surprising for a former @FOX reporter…",@Fox
0.5584,0.093,0.694,0.213,81,Sat Jun 09 07:13:15 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.0772,0.146,0.693,0.162,82,Sat Jun 09 06:58:25 +0000 2018,"RT @larryztylinsxon: @TheCW @Fox @Hulu @Netflix PLEASE, DON'T LET SHADOWHUNTERS BE CANCELLED,  THIS IS #NotOurLastHunt",@Fox
0.6369,0.0,0.802,0.198,83,Sat Jun 09 06:35:56 +0000 2018,"@fox I love seeing a Github profile, especially ones that contribute or use tech stacks I use.

The alternative is… https://t.co/lewBvaxXgj",@Fox
0.0,0.0,1.0,0.0,84,Sat Jun 09 06:24:17 +0000 2018,@Fox did you ever finish Atlanta?,@Fox
0.0,0.0,1.0,0.0,85,Sat Jun 09 06:18:25 +0000 2018,@chuckwoolery I wrote @FOX years ago &amp; told them that Shep was an asshole and to take him off the air. Let them giv… https://t.co/NCyhlNdFhq,@Fox
0.5584,0.093,0.694,0.213,86,Sat Jun 09 06:05:48 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.6124,0.164,0.537,0.299,87,Sat Jun 09 05:59:55 +0000 2018,"RT @fox: Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with no commitments,…",@Fox
